Date (GMT+1),Nuclear,Hydro water reservoir,Others,Wind onshore,Load
,Power (MW),Power (MW),Power (MW),Power (MW),Power (MW)
2019-09-19T11:00+02:00,5868,9854,866,2178,15955
2019-09-19T12:00+02:00,5864,9513,872,2227,15651
2019-09-19T13:00+02:00,5856,8993,857,2353,15775
2019-09-19T14:00+02:00,5852,8843,867,2404,15408
2019-09-19T15:00+02:00,5851,8950,868,2365,15246
2019-09-19T16:00+02:00,5855,9394,876,2271,15499
2019-09-19T17:00+02:00,5856,9696,867,2127,15973
2019-09-19T18:00+02:00,5854,9871,835,1953,15932
2019-09-19T19:00+02:00,5857,9826,811,1995,16129
2019-09-19T20:00+02:00,5859,9666,802,2072,15888
2019-09-19T21:00+02:00,5861,9205,784,2178,15222
2019-09-19T22:00+02:00,5864,8374,754,2037,14284
2019-09-19T23:00+02:00,5867,7292,729,1986,13556
2019-09-20T00:00+02:00,5868,6796,719,1874,13187
2019-09-20T01:00+02:00,5871,6342,717,1778,12899
2019-09-20T02:00+02:00,5869,5758,713,1607,12621
2019-09-20T03:00+02:00,5868,6204,711,1590,12708
2019-09-20T04:00+02:00,5867,6759,709,1535,12950
2019-09-20T05:00+02:00,5870,7896,717,1492,13572
2019-09-20T06:00+02:00,5871,9369,705,1405,15417
2019-09-20T07:00+02:00,5867,10440,730,1242,16524
2019-09-20T08:00+02:00,5865,10602,778,1022,16734
2019-09-20T09:00+02:00,5863,10719,802,814,16741
2019-09-20T10:00+02:00,5863,10630,790,795,16578
2019-09-20T11:00+02:00,5857,10373,831,824,16128
2019-09-20T12:00+02:00,5857,9262,861,883,15642
2019-09-20T13:00+02:00,5856,8451,849,1052,15128
2019-09-20T14:00+02:00,5854,7500,857,1185,14774
2019-09-20T15:00+02:00,5854,7383,838,1236,14564
2019-09-20T16:00+02:00,5849,8009,823,1398,14662
2019-09-20T17:00+02:00,5851,8400,795,1405,14722
2019-09-20T18:00+02:00,5856,8395,776,1631,14754
2019-09-20T19:00+02:00,5856,8250,769,1923,14646
2019-09-20T20:00+02:00,5847,7874,766,2114,14062
2019-09-20T21:00+02:00,5842,6891,759,2264,13216
2019-09-20T22:00+02:00,5856,6495,751,2338,12643
2019-09-20T23:00+02:00,5861,5165,773,2303,11912
2019-09-21T00:00+02:00,5865,4076,772,2269,11450
2019-09-21T01:00+02:00,5867,3150,756,2222,11018
2019-09-21T02:00+02:00,5867,2973,748,2288,10983
2019-09-21T03:00+02:00,5866,3095,744,2212,10894
2019-09-21T04:00+02:00,5866,3489,732,2249,11048
2019-09-21T05:00+02:00,5865,3738,746,2226,11083
2019-09-21T06:00+02:00,5866,4883,745,2180,11333
2019-09-21T07:00+02:00,5865,5973,751,2114,11640
2019-09-21T08:00+02:00,5863,6672,788,1957,12254
2019-09-21T09:00+02:00,5856,6877,795,1726,12754
2019-09-21T10:00+02:00,5850,5463,822,1629,12689
2019-09-21T11:00+02:00,5854,5376,841,1595,12824
2019-09-21T12:00+02:00,5844,4899,843,1581,12878
2019-09-21T13:00+02:00,5838,4572,849,1562,12803
2019-09-21T14:00+02:00,5838,4501,826,1504,12352
2019-09-21T15:00+02:00,5836,4605,802,1464,12163
2019-09-21T16:00+02:00,5828,4809,767,1358,12106
2019-09-21T17:00+02:00,5791,6816,717,1547,13042
2019-09-21T18:00+02:00,5780,7386,686,1682,13292
2019-09-21T19:00+02:00,5806,7442,679,1804,13511
2019-09-21T20:00+02:00,5815,7282,685,1991,13113
2019-09-21T21:00+02:00,5824,6353,690,2070,12489
2019-09-21T22:00+02:00,5827,5195,694,2029,11890
2019-09-21T23:00+02:00,5835,4114,702,2055,11510
2019-09-22T00:00+02:00,5838,3202,676,1860,10999
2019-09-22T01:00+02:00,5839,2785,672,1678,10860
2019-09-22T02:00+02:00,5840,2695,676,1542,10944
2019-09-22T03:00+02:00,5839,2772,667,1442,10875
2019-09-22T04:00+02:00,5838,3098,676,1440,11001
2019-09-22T05:00+02:00,5837,3109,680,1338,10982
2019-09-22T06:00+02:00,5837,3441,692,1322,11177
2019-09-22T07:00+02:00,5837,3987,709,1219,11374
2019-09-22T08:00+02:00,5832,4698,725,1022,12242
2019-09-22T09:00+02:00,5828,5563,746,862,12938
2019-09-22T10:00+02:00,5832,6102,769,690,13284
2019-09-22T11:00+02:00,5832,6117,792,595,13375
2019-09-22T12:00+02:00,5833,5781,813,645,13297
2019-09-22T13:00+02:00,5830,5447,823,764,13140
2019-09-22T14:00+02:00,5824,5214,806,852,12829
2019-09-22T15:00+02:00,5823,5262,801,971,12715
2019-09-22T16:00+02:00,5821,5411,793,1134,12848
2019-09-22T17:00+02:00,5812,6701,777,1255,13520
2019-09-22T18:00+02:00,5807,8030,764,1455,14017
2019-09-22T19:00+02:00,5804,8135,765,1763,14378
2019-09-22T20:00+02:00,5806,7993,755,2001,13951
2019-09-22T21:00+02:00,5815,6606,744,2227,13147
2019-09-22T22:00+02:00,5825,5659,746,2263,12519
2019-09-22T23:00+02:00,5829,4442,743,2247,11960
2019-09-23T00:00+02:00,5833,3102,711,2149,11619
2019-09-23T01:00+02:00,5835,2895,707,2070,11466
2019-09-23T02:00+02:00,5836,2855,705,1969,11457
2019-09-23T03:00+02:00,5837,2887,653,1926,11595
2019-09-23T04:00+02:00,5839,2964,636,1877,11755
2019-09-23T05:00+02:00,5838,4254,650,1946,12698
2019-09-23T06:00+02:00,5836,7869,674,1831,14682
2019-09-23T07:00+02:00,5836,9560,696,1789,15924
2019-09-23T08:00+02:00,5835,9811,726,1705,16213
2019-09-23T09:00+02:00,5832,10178,752,1728,16355
2019-09-23T10:00+02:00,5832,10215,778,1616,16000
2019-09-23T11:00+02:00,5830,10219,816,1552,15720
2019-09-23T12:00+02:00,5828,9981,838,1506,15781
2019-09-23T13:00+02:00,5823,9832,814,1449,15457
2019-09-23T14:00+02:00,5823,9803,794,1298,14998
2019-09-23T15:00+02:00,5824,9871,796,1197,15149
2019-09-23T16:00+02:00,5824,9922,795,1135,15214
2019-09-23T17:00+02:00,5823,10092,772,1057,15434
2019-09-23T18:00+02:00,5822,10212,749,1048,15545
2019-09-23T19:00+02:00,5821,10254,733,1123,15922
2019-09-23T20:00+02:00,5818,9996,720,1178,15340
2019-09-23T21:00+02:00,5819,9244,718,1160,14612
2019-09-23T22:00+02:00,5821,8450,703,1135,13641
2019-09-23T23:00+02:00,5817,7550,713,1086,12944
2019-09-24T00:00+02:00,5819,6870,696,991,12238
2019-09-24T01:00+02:00,5822,6300,695,908,11879
2019-09-24T02:00+02:00,5824,5852,691,849,11835
2019-09-24T03:00+02:00,5826,6479,697,824,11983
2019-09-24T04:00+02:00,5967,7035,696,797,12037
2019-09-24T05:00+02:00,6168,8111,722,761,12661
2019-09-24T06:00+02:00,6251,9693,735,683,14793
2019-09-24T07:00+02:00,6249,10460,758,642,16094
2019-09-24T08:00+02:00,6285,10539,791,566,16376
2019-09-24T09:00+02:00,6375,10528,827,541,16111
2019-09-24T10:00+02:00,6407,10453,867,479,16005
2019-09-24T11:00+02:00,6432,10231,894,450,15775
2019-09-24T12:00+02:00,6442,10306,890,423,15659
2019-09-24T13:00+02:00,6430,10083,865,424,15469
2019-09-24T14:00+02:00,6435,9779,862,400,15603
2019-09-24T15:00+02:00,6430,9739,834,373,15725
2019-09-24T16:00+02:00,6470,9744,806,348,15457
2019-09-24T17:00+02:00,6472,9916,779,376,15481
2019-09-24T18:00+02:00,6556,10139,737,421,15499
2019-09-24T19:00+02:00,6574,10280,802,506,16021
2019-09-24T20:00+02:00,6563,10139,778,589,15444
2019-09-24T21:00+02:00,6565,9268,756,621,14390
2019-09-24T22:00+02:00,5961,8509,743,618,13759
2019-09-24T23:00+02:00,5827,7117,735,648,12832
2019-09-25T00:00+02:00,5828,5930,729,591,12328
2019-09-25T01:00+02:00,5830,4868,716,600,12134
2019-09-25T02:00+02:00,5833,4855,706,611,11956
2019-09-25T03:00+02:00,5832,5050,706,638,11965
2019-09-25T04:00+02:00,5827,5556,679,674,12031
2019-09-25T05:00+02:00,5824,7649,709,784,12942
2019-09-25T06:00+02:00,5830,9371,720,950,14923
2019-09-25T07:00+02:00,5829,10229,722,1054,16186
2019-09-25T08:00+02:00,5828,10458,734,1061,16337
2019-09-25T09:00+02:00,5829,10288,765,1070,16223
2019-09-25T10:00+02:00,5830,10232,795,1064,16502
2019-09-25T11:00+02:00,5830,10145,800,1085,16436
2019-09-25T12:00+02:00,5826,10097,825,1057,16252
2019-09-25T13:00+02:00,5826,10001,813,1069,15924
2019-09-25T14:00+02:00,5119,9936,799,1080,16482
2019-09-25T15:00+02:00,4942,9979,778,1108,16677
2019-09-25T16:00+02:00,4984,10001,775,1184,15699
2019-09-25T17:00+02:00,5121,10073,759,1290,15506
2019-09-25T18:00+02:00,5295,9955,767,1429,15463
2019-09-25T19:00+02:00,5415,9810,775,1554,15772
2019-09-25T20:00+02:00,5514,9588,800,1762,15675
2019-09-25T21:00+02:00,5638,8974,792,1718,14836
2019-09-25T22:00+02:00,5652,7998,784,1645,13781
2019-09-25T23:00+02:00,5654,6809,765,1613,13107
2019-09-26T00:00+02:00,5652,5493,735,1601,12489
2019-09-26T01:00+02:00,5651,4726,728,1514,12134
2019-09-26T02:00+02:00,5647,4524,714,1486,12062
2019-09-26T03:00+02:00,5641,4582,719,1423,12063
2019-09-26T04:00+02:00,5791,4755,725,1409,12116
2019-09-26T05:00+02:00,5948,6306,738,1454,12773
2019-09-26T06:00+02:00,6102,8478,730,1317,14873
2019-09-26T07:00+02:00,6159,9698,751,1209,16159
2019-09-26T08:00+02:00,6166,9933,799,1003,16271
2019-09-26T09:00+02:00,6183,9969,819,928,16391
2019-09-26T10:00+02:00,6189,9686,795,868,16283
2019-09-26T11:00+02:00,6199,9516,788,787,15733
2019-09-26T12:00+02:00,6310,9277,778,741,15447
2019-09-26T13:00+02:00,6384,8847,790,723,15423
2019-09-26T14:00+02:00,6453,8602,753,688,15161
2019-09-26T15:00+02:00,6455,8430,728,675,15129
2019-09-26T16:00+02:00,6322,8524,718,700,15122
2019-09-26T17:00+02:00,6408,9235,663,758,15287
2019-09-26T18:00+02:00,6498,9290,629,888,15371
2019-09-26T19:00+02:00,6509,9318,628,1094,15592
2019-09-26T20:00+02:00,6519,8587,631,1275,15128
2019-09-26T21:00+02:00,6527,7438,612,1407,14404
2019-09-26T22:00+02:00,6531,5798,600,1455,13311
2019-09-26T23:00+02:00,6533,4741,601,1497,12415
2019-09-27T00:00+02:00,6546,3635,615,1530,12233
2019-09-27T01:00+02:00,6547,3216,608,1604,12171
2019-09-27T02:00+02:00,6558,3207,613,1573,12080
2019-09-27T03:00+02:00,6560,3249,609,1548,12083
2019-09-27T04:00+02:00,6569,3439,600,1623,12281
2019-09-27T05:00+02:00,6569,4656,602,1752,13156
2019-09-27T06:00+02:00,6569,7525,613,1839,14924
2019-09-27T07:00+02:00,6567,8641,641,1892,16039
2019-09-27T08:00+02:00,6567,8954,628,1895,16288
2019-09-27T09:00+02:00,6567,8950,709,1898,16162
2019-09-27T10:00+02:00,6571,8807,754,1922,16030
2019-09-27T11:00+02:00,6567,8475,703,1984,15902
2019-09-27T12:00+02:00,6617,8295,722,1958,15575
2019-09-27T13:00+02:00,6621,7971,726,1907,15175
2019-09-27T14:00+02:00,6619,7286,724,1917,14947
2019-09-27T15:00+02:00,6617,7013,703,1810,14667
2019-09-27T16:00+02:00,6670,7458,689,1791,14606
2019-09-27T17:00+02:00,6675,7581,675,1765,14631
2019-09-27T18:00+02:00,6674,7574,677,1873,14736
2019-09-27T19:00+02:00,6673,7567,680,2059,15095
2019-09-27T20:00+02:00,6727,7023,679,2190,14463
2019-09-27T21:00+02:00,6731,6315,665,2046,13599
2019-09-27T22:00+02:00,6731,5085,650,1954,12840
2019-09-27T23:00+02:00,6733,4140,627,1866,12304
2019-09-28T00:00+02:00,6787,3121,612,1821,11668
2019-09-28T01:00+02:00,6789,2865,602,1699,11452
2019-09-28T02:00+02:00,6792,2698,598,1619,11349
2019-09-28T03:00+02:00,6793,2769,598,1683,11349
2019-09-28T04:00+02:00,6793,2646,586,1550,11337
2019-09-28T05:00+02:00,6792,2721,590,1558,11377
2019-09-28T06:00+02:00,6791,3011,600,1585,11563
2019-09-28T07:00+02:00,6792,3299,601,1769,11982
2019-09-28T08:00+02:00,6814,4375,614,1553,12528
2019-09-28T09:00+02:00,6814,4761,630,1626,13274
2019-09-28T10:00+02:00,6817,4753,626,1759,13941
2019-09-28T11:00+02:00,6815,4427,667,1622,13926
2019-09-28T12:00+02:00,6842,4385,668,1552,13780
2019-09-28T13:00+02:00,6841,4251,666,1533,13718
2019-09-28T14:00+02:00,6837,4181,663,1623,13762
2019-09-28T15:00+02:00,6836,4201,652,1615,13640
2019-09-28T16:00+02:00,6864,4310,623,1530,13558
2019-09-28T17:00+02:00,6866,5011,614,1442,13704
2019-09-28T18:00+02:00,6865,6030,599,1575,14024
2019-09-28T19:00+02:00,6866,6143,627,1737,14246
2019-09-28T20:00+02:00,6899,5712,633,1926,13508
2019-09-28T21:00+02:00,6903,4977,635,2003,12815
2019-09-28T22:00+02:00,6904,4375,631,2004,12178
2019-09-28T23:00+02:00,6903,3520,632,2048,11969
2019-09-29T00:00+02:00,6927,2783,605,1959,11681
2019-09-29T01:00+02:00,6929,2740,603,1805,11381
2019-09-29T02:00+02:00,6930,2646,601,1707,11169
2019-09-29T03:00+02:00,6930,2611,597,1632,11161
2019-09-29T04:00+02:00,6957,2615,596,1639,11175
2019-09-29T05:00+02:00,6960,2675,619,1587,11382
2019-09-29T06:00+02:00,6960,3072,627,1508,11677
2019-09-29T07:00+02:00,6959,3358,650,1457,11807
2019-09-29T08:00+02:00,6987,3570,648,1418,12507
2019-09-29T09:00+02:00,6986,3898,668,1372,13039
2019-09-29T10:00+02:00,6987,4121,687,1277,13372
2019-09-29T11:00+02:00,6988,4388,699,1260,13486
2019-09-29T12:00+02:00,7013,5100,701,1265,13472
2019-09-29T13:00+02:00,7012,5358,712,1234,13397
2019-09-29T14:00+02:00,7010,5355,699,1195,13240
2019-09-29T15:00+02:00,7003,5361,684,1153,13335
2019-09-29T16:00+02:00,7024,5580,671,1184,13592
2019-09-29T17:00+02:00,7025,6020,631,1157,13871
2019-09-29T18:00+02:00,7026,6146,625,1204,14499
2019-09-29T19:00+02:00,7026,6380,618,1321,14850
2019-09-29T20:00+02:00,7057,6395,622,1379,14314
2019-09-29T21:00+02:00,7062,6038,603,1420,13763
2019-09-29T22:00+02:00,7065,5590,617,1407,12946
2019-09-29T23:00+02:00,7067,4452,618,1416,12073
2019-09-30T00:00+02:00,7095,3565,582,1436,11635
2019-09-30T01:00+02:00,7097,3211,596,1341,11312
2019-09-30T02:00+02:00,7097,3096,601,1191,11126
2019-09-30T03:00+02:00,7096,3267,603,1297,11175
2019-09-30T04:00+02:00,7120,3393,611,1290,11296
2019-09-30T05:00+02:00,7119,4642,629,1325,12220
2019-09-30T06:00+02:00,7112,6117,651,1380,14199
2019-09-30T07:00+02:00,7110,7761,664,1210,15594
2019-09-30T08:00+02:00,7128,7842,682,1132,15775
2019-09-30T09:00+02:00,7125,7546,714,1078,16045
2019-09-30T10:00+02:00,7126,7389,717,1050,16297
2019-09-30T11:00+02:00,7128,7122,714,1058,16168
2019-09-30T12:00+02:00,7131,6588,757,1317,15993
2019-09-30T13:00+02:00,7126,6280,760,1424,15628
2019-09-30T14:00+02:00,7111,6164,758,1691,15437
2019-09-30T15:00+02:00,7108,6182,745,1985,15337
2019-09-30T16:00+02:00,7106,6210,729,2218,15418
2019-09-30T17:00+02:00,7102,7170,714,2425,15831
2019-09-30T18:00+02:00,7096,7520,690,2672,15927
2019-09-30T19:00+02:00,7095,7633,699,2746,16338
2019-09-30T20:00+02:00,7097,7489,714,2740,15850
2019-09-30T21:00+02:00,7099,6551,713,2856,15111
2019-09-30T22:00+02:00,7103,5863,708,2908,14251
2019-09-30T23:00+02:00,7106,5061,712,3088,13384
2019-10-01T00:00+02:00,7107,4167,720,3423,12824
2019-10-01T01:00+02:00,7109,3645,702,3649,12380
2019-10-01T02:00+02:00,7109,3540,715,3881,12338
2019-10-01T03:00+02:00,7110,3536,733,4121,12341
2019-10-01T04:00+02:00,7110,3580,738,4477,12534
2019-10-01T05:00+02:00,7111,4623,799,4597,13427
2019-10-01T06:00+02:00,7112,6472,837,4752,15353
2019-10-01T07:00+02:00,7112,7453,875,4685,16423
2019-10-01T08:00+02:00,7112,8136,886,4463,16657
2019-10-01T09:00+02:00,7113,8140,913,4344,16521
2019-10-01T10:00+02:00,7111,7994,934,4414,16524
2019-10-01T11:00+02:00,7109,7817,940,4280,16476
2019-10-01T12:00+02:00,7112,7506,950,4204,16034
2019-10-01T13:00+02:00,7112,7353,934,4165,15648
2019-10-01T14:00+02:00,7109,7033,907,4148,15376
2019-10-01T15:00+02:00,7111,7050,898,4104,15321
2019-10-01T16:00+02:00,7111,6959,910,4288,15388
2019-10-01T17:00+02:00,7110,7064,889,4280,15817
2019-10-01T18:00+02:00,7107,7399,871,4286,15928
2019-10-01T19:00+02:00,7114,7576,886,4314,16199
2019-10-01T20:00+02:00,7118,7171,880,4350,15529
2019-10-01T21:00+02:00,7120,6649,869,4362,14753
2019-10-01T22:00+02:00,7124,6114,866,4350,13935
2019-10-01T23:00+02:00,7125,5340,852,4269,13028
2019-10-02T00:00+02:00,7126,4612,850,4253,12898
2019-10-02T01:00+02:00,7128,4092,844,4149,12757
2019-10-02T02:00+02:00,7127,4060,841,4133,12721
2019-10-02T03:00+02:00,7127,4009,837,4082,12617
2019-10-02T04:00+02:00,7127,4048,849,4090,12861
2019-10-02T05:00+02:00,7127,5436,854,4108,13881
2019-10-02T06:00+02:00,7124,7755,859,4075,15843
2019-10-02T07:00+02:00,7123,8256,859,4077,16992
2019-10-02T08:00+02:00,7124,8414,906,3828,17351
2019-10-02T09:00+02:00,7126,8441,932,3671,17279
2019-10-02T10:00+02:00,7123,8403,931,3483,17146
2019-10-02T11:00+02:00,7121,8389,942,3590,16781
2019-10-02T12:00+02:00,7147,8259,938,3503,16728
2019-10-02T13:00+02:00,7149,7904,924,3208,16233
2019-10-02T14:00+02:00,7148,7833,917,3166,16388
2019-10-02T15:00+02:00,7150,7802,927,3092,16295
2019-10-02T16:00+02:00,7147,7996,884,2863,16250
2019-10-02T17:00+02:00,7139,8433,841,2760,16683
2019-10-02T18:00+02:00,7142,8568,815,2917,16888
2019-10-02T19:00+02:00,7144,8769,815,2827,17014
2019-10-02T20:00+02:00,7145,8629,818,2942,16340
2019-10-02T21:00+02:00,7145,7643,820,2867,15507
2019-10-02T22:00+02:00,7147,6467,818,2825,14598
2019-10-02T23:00+02:00,7147,5420,821,2809,13824
2019-10-03T00:00+02:00,7150,4548,840,2658,13319
2019-10-03T01:00+02:00,7150,4142,841,2612,12987
2019-10-03T02:00+02:00,7150,4052,849,2547,13020
2019-10-03T03:00+02:00,7151,4111,878,2659,13094
2019-10-03T04:00+02:00,7152,4429,899,2712,13339
2019-10-03T05:00+02:00,7151,5697,917,2644,13940
2019-10-03T06:00+02:00,7149,6912,926,2673,15732
2019-10-03T07:00+02:00,7148,8517,935,2583,17157
2019-10-03T08:00+02:00,7146,8863,932,2477,17675
2019-10-03T09:00+02:00,7146,8933,960,2307,17674
2019-10-03T10:00+02:00,7143,8938,988,2344,17889
2019-10-03T11:00+02:00,7145,8900,1020,2211,17549
2019-10-03T12:00+02:00,7143,8822,1011,2097,17466
2019-10-03T13:00+02:00,7143,8812,1004,1977,17053
2019-10-03T14:00+02:00,7145,8729,993,1985,16964
2019-10-03T15:00+02:00,7146,8778,998,2009,17165
2019-10-03T16:00+02:00,7146,8725,982,1917,16990
2019-10-03T17:00+02:00,7146,8886,967,1894,17285
2019-10-03T18:00+02:00,7144,9089,935,2046,17677
2019-10-03T19:00+02:00,7141,9098,924,2061,17705
2019-10-03T20:00+02:00,7137,8873,916,2224,17164
2019-10-03T21:00+02:00,7137,8569,913,2289,16441
2019-10-03T22:00+02:00,7136,7690,912,2245,15409
2019-10-03T23:00+02:00,7139,6896,917,2078,14407
2019-10-04T00:00+02:00,7141,6270,922,2069,14123
2019-10-04T01:00+02:00,7144,5322,919,2060,13832
2019-10-04T02:00+02:00,7146,5194,917,1917,13713
2019-10-04T03:00+02:00,7146,5184,915,1879,13661
2019-10-04T04:00+02:00,7144,5396,916,1874,13779
2019-10-04T05:00+02:00,7141,6739,925,1909,14701
2019-10-04T06:00+02:00,7136,8501,950,1986,17057
2019-10-04T07:00+02:00,7133,9451,952,1998,18293
2019-10-04T08:00+02:00,7135,9984,956,1785,18343
2019-10-04T09:00+02:00,7137,9779,981,1596,18377
2019-10-04T10:00+02:00,7139,9730,1039,1522,18126
2019-10-04T11:00+02:00,7140,9758,1074,1471,17747
2019-10-04T12:00+02:00,7142,9558,1079,1411,17355
2019-10-04T13:00+02:00,7140,9262,1062,1299,16886
2019-10-04T14:00+02:00,7142,9356,1057,1331,16769
2019-10-04T15:00+02:00,7142,9236,1036,1340,16635
2019-10-04T16:00+02:00,7143,9258,1007,1330,16539
2019-10-04T17:00+02:00,7141,9421,950,1371,16992
2019-10-04T18:00+02:00,7141,9543,945,1525,17207
2019-10-04T19:00+02:00,7143,9541,947,1755,17243
2019-10-04T20:00+02:00,7145,9093,951,1983,16597
2019-10-04T21:00+02:00,7146,8270,943,2140,15961
2019-10-04T22:00+02:00,7148,7155,894,2209,15369
2019-10-04T23:00+02:00,7148,6145,886,2111,14685
2019-10-05T00:00+02:00,7148,5601,946,2060,14407
2019-10-05T01:00+02:00,7148,5039,947,2107,14184
2019-10-05T02:00+02:00,7150,4853,946,2126,14065
2019-10-05T03:00+02:00,7150,4846,953,2159,14029
2019-10-05T04:00+02:00,7150,4864,963,2222,14105
2019-10-05T05:00+02:00,7134,5032,970,2259,14287
2019-10-05T06:00+02:00,7131,5810,973,2299,14800
2019-10-05T07:00+02:00,7132,6813,986,2233,15111
2019-10-05T08:00+02:00,7134,8259,998,1977,15884
2019-10-05T09:00+02:00,7134,9048,1032,1653,16533
2019-10-05T10:00+02:00,7134,9351,958,1396,16606
2019-10-05T11:00+02:00,7134,9439,975,1233,16109
2019-10-05T12:00+02:00,7132,9324,981,1116,15923
2019-10-05T13:00+02:00,7130,9241,967,1067,15603
2019-10-05T14:00+02:00,7132,8772,954,959,13262
2019-10-05T15:00+02:00,7130,8817,928,971,15238
2019-10-05T16:00+02:00,7143,9262,911,951,15531
2019-10-05T17:00+02:00,7145,9679,891,1025,15964
2019-10-05T18:00+02:00,7145,9823,882,1212,16503
2019-10-05T19:00+02:00,7146,9779,891,1431,16426
2019-10-05T20:00+02:00,7143,9614,883,1780,16089
2019-10-05T21:00+02:00,7142,9360,869,1856,15635
2019-10-05T22:00+02:00,7142,8583,868,1719,14889
2019-10-05T23:00+02:00,7145,7427,864,1782,14436
2019-10-06T00:00+02:00,7148,6029,851,1735,13852
2019-10-06T01:00+02:00,7170,5195,848,1692,13701
2019-10-06T02:00+02:00,7172,5112,848,1651,13737
2019-10-06T03:00+02:00,7173,5137,847,1626,13713
2019-10-06T04:00+02:00,7173,5176,842,1617,13832
2019-10-06T05:00+02:00,7176,5377,856,1602,14044
2019-10-06T06:00+02:00,7179,5894,861,1601,14309
2019-10-06T07:00+02:00,7167,6462,864,1607,14696
2019-10-06T08:00+02:00,7164,7423,870,1389,15250
2019-10-06T09:00+02:00,7167,8216,921,1104,15649
2019-10-06T10:00+02:00,7166,8337,932,854,15871
2019-10-06T11:00+02:00,7166,8322,949,701,15696
2019-10-06T12:00+02:00,7168,8367,951,629,15523
2019-10-06T13:00+02:00,7169,7909,943,659,15305
2019-10-06T14:00+02:00,7170,7904,928,694,15214
2019-10-06T15:00+02:00,7170,7877,919,703,15051
2019-10-06T16:00+02:00,7171,8101,885,804,15222
2019-10-06T17:00+02:00,7172,8693,875,1026,15791
2019-10-06T18:00+02:00,7172,8986,881,1392,16417
2019-10-06T19:00+02:00,7173,9158,884,1752,16846
2019-10-06T20:00+02:00,7173,8874,882,2121,16581
2019-10-06T21:00+02:00,7173,8464,894,2374,16173
2019-10-06T22:00+02:00,7166,7714,861,2388,15475
2019-10-06T23:00+02:00,7175,6720,863,2362,14823
2019-10-07T00:00+02:00,7179,5856,879,2452,14659
2019-10-07T01:00+02:00,7177,5547,876,2420,14414
2019-10-07T02:00+02:00,7178,5487,879,2440,14432
2019-10-07T03:00+02:00,7181,5492,879,2456,14478
2019-10-07T04:00+02:00,7180,5732,898,2479,15073
2019-10-07T05:00+02:00,7179,7339,918,2334,15914
2019-10-07T06:00+02:00,7177,8984,968,2202,17997
2019-10-07T07:00+02:00,7177,9895,966,2034,19353
2019-10-07T08:00+02:00,7178,10314,974,1687,19323
2019-10-07T09:00+02:00,7178,10413,955,1189,18881
2019-10-07T10:00+02:00,7175,10487,1010,801,18669
2019-10-07T11:00+02:00,7176,10450,1061,602,18175
2019-10-07T12:00+02:00,7174,10456,1075,501,17707
2019-10-07T13:00+02:00,7170,10448,1074,452,17404
2019-10-07T14:00+02:00,7162,10546,1041,389,17116
2019-10-07T15:00+02:00,7164,10409,1015,359,17213
2019-10-07T16:00+02:00,7162,10373,995,345,17181
2019-10-07T17:00+02:00,7164,10446,966,398,17447
2019-10-07T18:00+02:00,7164,10548,920,454,18125
2019-10-07T19:00+02:00,7164,10419,932,501,18335
2019-10-07T20:00+02:00,7168,10279,900,466,17914
2019-10-07T21:00+02:00,7169,9915,891,458,17145
2019-10-07T22:00+02:00,7166,8815,889,416,16147
2019-10-07T23:00+02:00,7171,7149,868,464,15311
2019-10-08T00:00+02:00,7172,5949,809,594,14721
2019-10-08T01:00+02:00,7176,5281,805,658,14341
2019-10-08T02:00+02:00,7176,5151,810,797,14238
2019-10-08T03:00+02:00,7176,5168,819,921,14309
2019-10-08T04:00+02:00,7177,5337,822,1050,14591
2019-10-08T05:00+02:00,7178,6479,824,1159,15454
2019-10-08T06:00+02:00,7175,7732,835,1215,17328
2019-10-08T07:00+02:00,7177,8924,859,1361,18398
2019-10-08T08:00+02:00,7178,9722,875,1439,18989
2019-10-08T09:00+02:00,7178,9707,889,1409,19055
2019-10-08T10:00+02:00,7178,9484,925,1395,18793
2019-10-08T11:00+02:00,7180,9259,920,1367,18588
2019-10-08T12:00+02:00,7180,9056,931,1443,18457
2019-10-08T13:00+02:00,7176,8684,912,1500,18502
2019-10-08T14:00+02:00,7176,8595,916,1597,18326
2019-10-08T15:00+02:00,7175,8713,916,1518,18154
2019-10-08T16:00+02:00,7174,8925,917,1386,18067
2019-10-08T17:00+02:00,7172,9192,918,1412,18177
2019-10-08T18:00+02:00,7169,9340,930,1430,18197
2019-10-08T19:00+02:00,7169,9281,945,1547,18116
2019-10-08T20:00+02:00,7171,8853,964,1663,17593
2019-10-08T21:00+02:00,7171,8365,933,1613,16744
2019-10-08T22:00+02:00,7171,7036,925,1547,15678
2019-10-08T23:00+02:00,7173,6003,911,1456,14867
2019-10-09T00:00+02:00,7176,5540,901,1359,14113
2019-10-09T01:00+02:00,7178,5064,897,1239,13704
2019-10-09T02:00+02:00,7179,5078,878,1209,13616
2019-10-09T03:00+02:00,7180,5056,879,1207,13527
2019-10-09T04:00+02:00,7181,5167,881,1161,13511
2019-10-09T05:00+02:00,7177,5947,882,1180,14399
2019-10-09T06:00+02:00,7174,7901,919,1207,16373
2019-10-09T07:00+02:00,7173,9295,966,1227,17611
2019-10-09T08:00+02:00,7172,9510,952,1093,17602
2019-10-09T09:00+02:00,7171,9642,1000,988,17760
2019-10-09T10:00+02:00,7168,9593,1004,1041,17823
2019-10-09T11:00+02:00,7171,9478,1009,973,17664
2019-10-09T12:00+02:00,7175,9269,1034,887,17410
